FARM_NM,FARM_LOCPLC,OCCRRNC_DE,LVSTCKSPC_CODE
노영호,경기도 고양시 덕양구 관산동,20170307,415002
장항양계,경기도 고양시 일산서구 구산동 681번지,20230108,415003
