FARM_NM,FARM_LOCPLC,OCCRRNC_DE,LVSTCKSPC_CODE
(주)한우리,경기도 김포시 통진읍 가현리,20150203,415003
김병갑,경기도 김포시 대곶면 초원지리,20161218,415002
,경기도 김포시 통진읍 가현리,20161224,415003
장락농장,경기도 김포시 대곶면 쇄암리 447번지,20210109,415003
봉골농장,"경기도 김포시 월곶면 군하리 323번지 2호 ,323-70번지",20201230,415003
써니농장,경기도 김포시 통진읍 가현리 162번지 3호,20201213,415003
김포자연농장,경기도 김포시 통진읍 수참리,20210101,415003
,경기도 김포시 하성면 마조리,20170125,416498
김포자연농장,경기도 김포시 통진읍 수참리,20241220,415003
김포아라농장,경기도 김포시 하성면 석탄리,20230103,415003
