FARM_NM,FARM_LOCPLC,OCCRRNC_DE,LVSTCKSPC_CODE
계림,충청남도 예산군 고덕면 석곡리,20201226,415005
(주)농업회사법인덕연,충청남도 예산군 신암면 두곡리,20220130,415003
토리원,충청남도 예산군 고덕면 상궁리,20220209,416498
,충청남도 예산군 덕산면 낙상리,20221227,415003
덕연(주) 신암농장,충청남도 예산군 신암면 두곡리,20260206,415003
