FARM_NM,FARM_LOCPLC,OCCRRNC_DE,LVSTCKSPC_CODE
아름농장,충청남도 공주시 탄천면 남산리,20140512,415003
신기부화장,충청남도 공주시 계룡면 경천리,20170401,415005
