FARM_NM,FARM_LOCPLC,OCCRRNC_DE,LVSTCKSPC_CODE
호남농장,전라북도 남원시 주생면 중동리,20201225,416230
소은농장,전라북도 남원시 사매면 관풍리,20201224,416230
범이동이농장,전라북도 남원시 송동면 흑송리,20221226,416230
농업회사법인토닥토닥유한회사,전북특별자치도 남원시 주생면 지당리,20251215,415098
