FARM_NM,FARM_LOCPLC,OCCRRNC_DE,LVSTCKSPC_CODE
대성농장,충청북도 옥천군 옥천읍 구일리,20161223,415003
정원2농장,충청북도 옥천군 청산면 효목리,20260106,416498
