FARM_NM,FARM_LOCPLC,OCCRRNC_DE,LVSTCKSPC_CODE
쿨바이오,충청북도 증평군 도안면 화성리,20140325,415005
매일농장,충청북도 증평군 도안면 송정리,20260103,415003
