ICTSD_OCCRRNC_NO,LKNTS_NM,FARM_NM,FARM_LOCPLC_LEGALDONG_CODE,FARM_LOCPLC,OCCRRNC_DE,LVSTCKSPC_CODE,LVSTCKSPC_NM,OCCRRNC_LVSTCKCNT,DGNSS_ENGN_CODE,DGNSS_ENGN_NM,CESSATION_DE
125156,고병원성조류인플루엔자,,4161037027,경기도 광주시 남한산성면 불당리,20160405,416299,오리-기타,,1543084,조류질병과,
143895,고병원성조류인플루엔자,광주,4161025328,경기도 광주시 초월읍 신월리,20161222,415003,닭-산란계,,1543084,조류질병과,
