ICTSD_OCCRRNC_NO,LKNTS_NM,FARM_NM,FARM_LOCPLC_LEGALDONG_CODE,FARM_LOCPLC,OCCRRNC_DE,LVSTCKSPC_CODE,LVSTCKSPC_NM,OCCRRNC_LVSTCKCNT,DGNSS_ENGN_CODE,DGNSS_ENGN_NM,CESSATION_DE
147154,고병원성조류인플루엔자,노영호,4128111800,경기도 고양시 덕양구 관산동,20170307,415002,닭-토종닭,,1543084,조류질병과,
300695,고병원성조류인플루엔자,장항양계,4128710700,경기도 고양시 일산서구 구산동,20230108,415003,닭-산란계,0.0,1543418,조류인플루엔자연구진단과,
